"SYN.Flag.Count","Total.Fwd.Packets","Total.Backward.Packets","Flow.Duration","Flow.Packets.s","Flow.Bytes.s","Fwd.Packet.Length.Mean","Bwd.Packet.Length.Mean","Bwd.IAT.Mean","ACK.Flag.Count","Active.Mean","Label","Inbound"
0,3,0,3,1e+06,6e+06,6,0,0,0,0,"0",1
0,39,0,112794685,0.345760972691222,0,0,0,0,0,4.5,"0",0
0,2,2,21802,183.46940647647,10641.2255756353,50,66,3,0,0,"0",0
0,1,2,97,30927.8350515464,185567.010309278,6,6,3,0,0,"0",1
0,14,0,99669604,0.140464087727287,0,0,0,0,0,1545484.66666667,"0",0
0,6,0,9012825,0.665718018490318,0,0,0,0,1,3006814,"0",1
0,5,2,5059700,1.38348123406526,3.55752317331067,3.6,0,2,1,0,"0",0
0,24,20,119613294,0.367852088414186,12.0722367197746,28.5,38,6291040.15789474,0,1113806,"0",0
0,5,2,5508326,1.27080350727245,3.267780447272,3.6,0,4,1,0,"0",0
0,2,2,46222,86.5388775907577,3375.01622603955,31,47,3,0,0,"0",0
0,1,2,208665,14.3771116382719,86.2626698296312,6,6,2,0,0,"0",0
0,16,12,109904,254.767797350415,67777.3329451157,105.0625,480.666666666667,7526.81818181818,1,0,"0",0
0,2,2,21070,189.84337921215,10061.6990982439,45,61,2,0,0,"0",0
0,2,2,21140,189.214758751183,10406.811731315,41,69,3,0,0,"0",0
0,2,2,46891,85.3042161608838,4009.29815956154,33,61,3,0,0,"0",0
0,10,8,5917624,3.04176135557109,270.209800419898,127.1,41,13787,1,121946,"0",0
1,2,2,1459,2741.60383824537,60315.2844413982,6,38,2,0,0,"0",0
0,130,215,117416107,2.93826808616641,2663.22915986305,24.2923076923077,1439.75813953488,548237.018691589,1,161524.5,"0",0
0,2,8,7260557,1.37730479906707,0,0,0,1029371.28571429,1,0,"0",0
0,3,0,3,1e+06,6e+06,6,0,0,0,0,"0",1
0,2,0,18,111111.111111111,0,0,0,0,0,0,"0",0
0,2,2,23301,171.666452083602,12445.8177760611,43,102,2,0,0,"0",0
0,28,28,117344125,0.477228834421834,83.1400805110609,67.6428571428571,280.785714285714,4344561.11111111,1,254090.5,"0",0
0,32,34,117613476,0.561160185419569,100.209605232652,80.75,270.647058823529,3563235.09090909,1,138671.5,"0",0
0,2,2,20935,191.067590160019,10126.582278481,45,61,3,0,0,"0",0
0,2,0,2,1e+06,0,0,0,0,0,0,"0",0
0,3,0,255,11764.7058823529,70588.2352941176,6,0,0,0,0,"0",1
0,8,0,78717883,0.101628749340223,0,0,0,0,0,2,"0",0
0,3,0,311,9646.30225080386,57877.8135048231,6,0,0,0,0,"0",1
0,14,10,5570148,4.30868264182568,1566.74472563386,97.0714285714286,736.8,6481.44444444444,1,130951,"0",0
0,1,2,186,16129.0322580645,96774.1935483871,6,6,2,0,0,"0",1
0,2,2,23366,171.188906958829,10956.0900453651,38,90,3,0,0,"0",0
0,6,0,418472,14.3378768471965,315.433290638322,22,0,0,0,0,"0",0
0,3,0,4,750000,2.4e+07,32,0,0,0,0,"0",1
0,1,2,181,16574.5856353591,99447.5138121547,6,6,3,0,0,"0",1
0,2,2,105506,37.9125357799556,2748.65884404678,32,113,2,0,0,"0",0
0,2,0,1,2e+06,1.2e+07,6,0,0,0,0,"0",0
0,2,2,20615,194.033470773708,9992.72374484598,34,69,3,0,0,"0",0
0,31,28,116007727,0.508586811635401,23.5156749515487,29.0967741935484,65.2142857142857,4168829.40740741,1,23004.6363636364,"0",0
0,1,1,28135,71.0858361471477,426.515016882886,6,6,0,0,0,"0",0
0,1,2,67,44776.1194029851,179104.47761194,0,6,2,0,0,"0",1
0,2,0,1,2e+06,8.88e+08,444,0,0,0,0,"0",1
0,2,0,3,666666.666666667,0,0,0,0,0,0,"0",1
0,2,2,21741,183.984177360747,8463.27215859436,32,60,3,0,0,"0",0
0,2,2,20987,190.594177347882,8767.33215800257,32,60,3,0,0,"0",0
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",1
0,2,2,22859,174.98578240518,8749.28912025898,42,58,2,0,0,"0",0
0,26,27,65204194,0.812831150094425,94.2577405373648,169.384615384615,64.5185185185185,2505338.96153846,1,131879.833333333,"0",0
0,36,37,117052994,0.623649148179841,97.8872868471865,69,242.540540540541,3250022.80555556,1,151015,"0",0
0,2,2,21198,188.697046891216,12359.6565713747,46,85,3,0,0,"0",0
0,2,2,20998,190.494332793599,11620.1543004096,35,87,3,0,0,"0",0
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",1
0,12,15,90586,298.059302762016,167156.072682313,339.5,737.866666666667,4640,1,0,"0",0
0,3,0,3,1e+06,6e+06,6,0,0,0,0,"0",1
0,2,0,3,666666.666666667,4e+06,6,0,0,0,0,"0",0
0,1,2,21822,137.475941710201,824.855650261204,6,6,3,0,0,"0",0
0,2,2,20973,190.721403709531,10489.6772040242,41,69,1,0,0,"0",0
0,2,0,1,2e+06,3.7e+07,18.5,0,0,0,0,"0",0
0,3,0,4,750000,4500000,6,0,0,0,0,"0",1
0,56,74,80349382,1.617934037128,213.691749365291,91.8214285714286,162.540540540541,1099826.2739726,1,3704524.5,"0",0
0,1,3,3,1333333.33333333,0,0,0,0.5,0,0,"0",1
0,2,2,20994,190.530627798419,13813.4705153853,43,102,4,0,0,"0",0
0,2,0,3,666666.666666667,4e+06,6,0,0,0,0,"0",1
0,2,2,48296,82.8225940036442,5052.1782342223,35,87,2,0,0,"0",0
0,44,40,115853058,0.725056389965986,106.824974788322,117.863636363636,179.75,2968958.28205128,1,471762.272727273,"0",0
0,2,10,14341646,0.836724041299025,0,0,0,1588877.55555556,1,6341681,"0",0
0,2,2,22197,180.204532143983,17389.7373518944,56,137,3,0,0,"0",0
0,1,2,160,18750,112500,6,6,3,0,0,"0",1
0,24,22,116261623,0.395659365601665,68.3458547624094,78.9166666666667,275.090909090909,5533303.47619048,1,143928.5,"0",0
0,2,2,20837,191.966213946345,7486.68234390747,31,47,2,0,0,"0",0
0,18,0,6016336,2.99185417835706,370.989918116275,124,0,0,0,0,"0",0
0,4,0,643,6220.83981337481,200622.083981337,32.25,0,0,0,0,"0",0
0,36,30,117803772,0.560253707326112,51.8659113903416,92.7222222222222,92.4,4061265.03448276,1,164003.5,"0",0
0,2,2,21793,183.545175056211,8993.71357775432,41,57,3,0,0,"0",0
0,2,0,1,2e+06,3.1e+07,15.5,0,0,0,0,"0",0
0,1,2,94,31914.8936170213,0,0,0,2,0,0,"0",1
0,2,2,20730,192.957067052581,13989.3873613121,43,102,2,0,0,"0",0
0,14,0,116491703,0.120180232921824,0,0,0,0,0,977.5,"0",0
0,22,18,117249977,0.341151452848473,22.9936079219871,88.6363636363636,41.4444444444445,6883320.58823529,1,264980,"0",0
0,3,0,2,1500000,0,0,0,0,0,0,"0",1
0,2,2,21292,187.863986473793,15029.1189179034,32,128,2,0,0,"0",0
0,1,2,211,14218.009478673,85308.0568720379,6,6,2,0,0,"0",1
0,2,2,20998,190.494332793599,10096.1996380608,45,61,1,0,0,"0",0
0,4,0,531,7532.95668549906,242937.853107345,32.25,0,0,0,0,"0",0
0,20,19,10345748,3.76966460037496,1516.7583822842,213.3,601.368421052632,571190.277777778,1,529849,"0",0
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",0
0,2,2,20874,191.625946153109,12264.060553799,50,78,3,0,0,"0",0
0,1,4,159,31446.5408805031,150943.396226415,0,6,1.33333333333333,0,0,"0",1
0,35,49,10091491,8.32384431596877,6293.6190499501,66.6857142857143,1248.5306122449,209718.666666667,1,94261,"0",0
0,2,2,23098,173.175166681098,12295.436834358,43,99,3,0,0,"0",0
0,2,0,1,2e+06,0,0,0,0,0,0,"0",0
0,6,0,420764,14.2597750758145,342.234601819547,24,0,0,0,0,"0",0
0,2,2,45195,88.5053656377918,5044.80584135413,43,71,3,0,0,"0",0
0,1,2,1,3e+06,0,0,0,0,0,0,"0",1
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",1
0,2,2,21549,185.623462805699,9281.17314028493,42,58,4,0,0,"0",0
0,2,2,21075,189.798339264531,14045.0771055753,36,112,3,0,0,"0",0
0,39,0,116347619,0.335202390347154,0,0,0,0,0,6.41666666666667,"0",0
0,3,2,255,19607.8431372549,313725.490196078,22.6666666666667,6,3,0,0,"0",1
0,1,2,183,16393.4426229508,98360.6557377049,6,6,2,0,0,"0",1
0,26,29,849777,64.7228625863021,13481.1838870668,87.1538461538461,316.896551724138,28877.5357142857,1,0,"0",0
0,1,2,165,18181.8181818182,109090.909090909,6,6,3,0,0,"0",1
0,1,1,26810,74.5990302126072,0,0,0,0,0,0,"0",0
0,2,0,1,2e+06,3.7e+07,18.5,0,0,0,0,"0",0
0,2,0,1,2e+06,0,0,0,0,0,0,"0",1
0,1,2,162,18518.5185185185,111111.111111111,6,6,2,0,0,"0",1
0,2,2,20775,192.539109506619,9626.95547533093,42,58,2,0,0,"0",0
0,1,2,111,27027.027027027,0,0,0,3,0,0,"0",1
0,2,0,1,2e+06,3.1e+07,15.5,0,0,0,0,"0",0
0,38,56,114491457,0.821021956249539,50.0648707789613,91.8947368421052,40,2080917.96363636,0,265067.5,"0",0
0,1,2,1,3e+06,0,0,0,0,0,0,"0",1
0,5,0,393,12722.6463104326,391857.506361323,30.8,0,0,0,0,"0",0
0,18,13,60278,514.283818308504,162629.815189621,94.0555555555556,623.846153846154,3222.25,1,0,"0",0
0,2,0,1,2e+06,3.1e+07,15.5,0,0,0,0,"0",0
0,4,0,417,9592.32613908873,309352.517985612,32.25,0,0,0,0,"0",0
0,41,46,6082536,14.3032445677264,9350.04741443372,37.7560975609756,1202.69565217391,17505.1777777778,1,0,"0",0
0,1,2,25293,118.609892064998,711.659352389989,6,6,2,0,0,"0",0
0,2,2,21001,190.467120613304,15237.3696490643,32,128,3,0,0,"0",0
0,3,2,1162,4302.92598967298,80895.008605852,27.3333333333333,6,3,0,0,"0",1
0,2,2,24219,165.159585449441,8753.45802882035,45,61,2,0,0,"0",0
0,2,0,1,2e+06,3.7e+07,18.5,0,0,0,0,"0",0
0,32,30,117843440,0.526121776485819,105.190411956745,81.3125,326.466666666667,4061421.20689655,1,133626,"0",0
0,1,2,193,15544.0414507772,93264.2487046632,6,6,3,0,0,"0",1
0,2,2,25616,156.152404747033,5153.02935665209,25,41,2,0,0,"0",0
0,2,2,50232,79.6305144131231,4538.93932154802,43,71,3,0,0,"0",0
0,2,0,2,1e+06,0,0,0,0,0,0,"0",1
0,2,0,1,2e+06,3.7e+07,18.5,0,0,0,0,"0",0
0,2,2,20579,194.372904417124,10690.5097429418,31,79,2,0,0,"0",0
0,14,11,5132605,4.87082095738908,1864.74509532684,97.0714285714286,746.545454545454,5874.7,1,126574,"0",0
0,3,7,26807,373.036893348752,219644.122803745,6,838.571428571429,2703,0,0,"0",0
0,2,2,46986,85.1317413697697,5533.56318903503,37,93,2,0,0,"0",0
0,1,2,103,29126.213592233,174757.281553398,6,6,1,0,0,"0",1
0,3,2,696,7183.90804597701,135057.471264368,27.3333333333333,6,1,0,0,"0",1
0,8,8,34137082,0.468698525550602,26.0127681680584,37,74,4868785.85714286,0,2688702,"0",0
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",0
0,2,2,21620,185.013876040703,9250.69380203515,42,58,3,0,0,"0",0
0,2,2,70063,57.0914748155232,3140.03111485377,47,63,2,0,0,"0",0
0,4,0,548,7299.2700729927,224452.554744526,30.75,0,0,0,0,"0",0
0,2,2,21149,189.134238025439,10307.8159723864,36,73,2,0,0,"0",0
0,28,26,116777388,0.462418289403767,72.7709374695039,67.6428571428571,254,4669453.24,1,253938,"0",0
0,2,2,20677,193.451661266141,13251.4387967307,30,107,3,0,0,"0",0
0,2,2,20821,192.113731328947,10182.0277604342,45,61,1,0,0,"0",0
0,21,15,1452792,24.7798721358598,6936.98753847763,150.285714285714,461.466666666667,7241.28571428571,1,0,"0",0
0,2,2,20989,190.576016008385,10291.1048644528,38,70,3,0,0,"0",0
0,2,2,23353,171.284203314349,12246.820536976,37,106,2,0,0,"0",0
0,1,1,28885,69.240090012117,0,0,0,0,0,0,"0",0
0,2,2,21212,188.572506128606,13671.506694324,43,102,2,0,0,"0",0
0,2,2,20964,190.803281816447,7632.13127265789,32,48,1,0,0,"0",0
0,3,3,132952,45.1290691377339,1083.09765930561,33.6666666666667,14.3333333333333,66474.5,0,0,"0",0
0,6,0,9000033,0.666664222231185,0,0,0,0,1,2999654,"0",0
0,2,2,20935,191.067590160019,17960.3534750418,39,149,2,0,0,"0",0
0,2,2,21034,190.168298944566,10934.6771893125,38,77,3,0,0,"0",0
0,3,9,43795,274.003881721658,134718.575179815,6,653.555555555556,2201.375,0,0,"0",0
0,2,2,23062,173.445494753274,12141.1846327292,40,100,45,0,0,"0",0
0,2,0,2,1e+06,0,0,0,0,0,0,"0",0
0,44,51,115629244,0.821591465217917,209.869053541507,229.340909090909,277.960784313725,2210063.92,1,41329.75,"0",0
0,3,0,4,750000,4500000,6,0,0,0,0,"0",1
0,2,2,20714,193.106111808439,9848.41170223038,43,59,3,0,0,"0",0
0,2,0,1,2e+06,3e+07,15,0,0,0,0,"0",0
0,2,0,1,2e+06,2.4e+07,12,0,0,0,0,"0",0
0,2,2,47189,84.7655173875268,5552.141388883,45,86,3,0,0,"0",0
0,2,2,21473,186.280445210264,12108.2289386672,37,93,3,0,0,"0",0
0,2,2,57303,69.8043732439837,4676.89300734691,39,95,3,0,0,"0",0
0,22,18,117266771,0.341102595892233,23.0755906121095,89.0909090909091,41.4444444444445,6894382.94117647,1,134141,"0",0
0,3,0,394,7614.21319796954,45685.2791878173,6,0,0,0,0,"0",1
0,35,30,115627224,0.562151349408855,39.4370792816059,49.7142857142857,94,3892333.37931034,1,90998.8181818182,"0",0
0,1,2,204,14705.8823529412,88235.2941176471,6,6,3,0,0,"0",1
0,2,2,46936,85.2224305437191,6391.68229077893,47,103,3,0,0,"0",0
0,2,2,20690,193.330111164814,23392.9434509425,44,198,3,0,0,"0",0
0,26,17,118093887,0.364117068989354,64.4910604051842,70.5384615384615,340.117647058824,7378263.875,1,251216,"0",0
0,2,2,46797,85.4755646729491,4444.72936299335,44,60,1,0,0,"0",0
0,31,28,115303072,0.51169495293239,24.2491370915078,33.741935483871,62.5,4083850.07407408,1,35069.6363636364,"0",0
0,31,28,115516369,0.510750125811174,22.7673361166676,33.6129032258065,56.7142857142857,4089617.07407407,1,36806.0909090909,"0",0
0,2,2,20824,192.086054552439,9604.30272762198,42,58,3,0,0,"0",0
0,2,2,20900,191.387559808612,11291.8660287081,45,73,2,0,0,"0",0
0,2,2,23638,169.219054065488,8968.60986547085,45,61,3,0,0,"0",0
0,2,2,20693,193.302082829942,10631.6145556468,31,79,3,0,0,"0",0
0,18,13,84547,366.659964280223,143955.433072729,91.0555555555556,810.153846153846,4978.25,1,0,"0",0
0,2,2,46310,86.3744331677823,4405.0960915569,43,59,2,0,0,"0",0
0,2,2,46089,86.7886046562086,6075.20232593461,43,97,3,0,0,"0",0
0,2,2,53037,75.4190470803401,5166.2047250033,36,101,2,0,0,"0",0
0,3,3,28339,211.722361410071,3175.83542115106,4,26,118.5,0,0,"0",0
0,2,0,1,2e+06,3.1e+07,15.5,0,0,0,0,"0",0
0,2,0,1,2e+06,3.7e+07,18.5,0,0,0,0,"0",0
0,5,0,274,18248.1751824818,226277.372262774,12.4,0,0,0,0,"0",1
0,3,0,3,1e+06,6e+06,6,0,0,0,0,"0",1
0,2,0,4,5e+05,3e+06,6,0,0,0,0,"0",0
0,2,2,44527,89.833134951827,5659.4875019651,31,95,2,0,0,"0",0
0,4,0,2495,1603.20641282565,51703.4068136273,32.25,0,0,0,0,"0",0
0,2,0,2,1e+06,6e+06,6,0,0,0,0,"0",1
0,34,31,117438025,0.553483422426424,105.298092334233,173.352941176471,208.774193548387,3906288.7,1,351351.5,"0",0
0,4,0,673,5943.53640416048,182763.744427935,30.75,0,0,0,0,"0",0
0,1,2,137,21897.8102189781,0,0,0,2,0,0,"0",1
0,2,2,46510,86.0030101053537,6235.21823263814,43,102,3,0,0,"0",0
0,2,2,22879,174.832816119586,6818.47982866384,31,47,1,0,0,"0",0
0,2,2,21256,188.182160331201,13549.1155438464,44,100,1,0,0,"0",0
0,866,1607,117903905,20.9747081744239,20519.2694847554,12.9815242494227,1498.4816428127,73399.4265255293,1,547027.5,"0",0
0,158,233,119982221,3.25881615410337,2357.31592266491,36.6075949367088,1189.0643776824,516987.262931035,1,1281692.5,"0",0
0,2,2,20703,193.208713712988,14490.6535284741,47,103,2,0,0,"0",0
0,1,2,94,31914.8936170213,0,0,0,2,0,0,"0",1
