Unnamed: 0,app_id,app_name,review_id,language,review,timestamp_created,timestamp_updated,recommended,votes_helpful,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
15712969,306130,The Elder Scrolls Online,76655698,danish,"Great graphics and nice gameplay, the community also seems pretty chill.",1601211556,1601211556,True,0,0,0.0,0,True,False,False,76561198387680833,14,1,6271.0,0.0,5660.0,1602978515.0
10057519,252950,Rocket League,45183952,spanish,Increible,1539055637,1539055637,True,1,0,0.5,0,False,False,False,76561198180524359,25,3,53029.0,40.0,17487.0,1610240201.0
1846898,381210,Dead by Daylight,70147414,russian,"Атмосферный саундтрек, хороший геймплей, не большие требования к пекарне - залог успеха",1591020707,1591020707,True,0,0,0.0,0,False,False,False,76561198329367748,23,3,1758.0,0.0,403.0,1595704679.0
3201489,1056960,Wolfenstein: Youngblood,58859787,english,"Pretty boring in solo, fun in co-op",1575187913,1575187913,True,0,0,0.4756242632865906,0,True,False,False,76561197971116572,181,12,850.0,0.0,850.0,1565634415.0
2026878,381210,Dead by Daylight,42838467,schinese,玩了400多小时了，这游戏还是很有趣的，推荐给大家,1529406433,1529406433,True,1,0,0.5098039507865906,0,True,False,False,76561198096488814,43,8,46445.0,86.0,21857.0,1610163359.0
4692707,431960,Wallpaper Engine,53742702,english,Fantastic for multi screen setups.,1562383931,1562383931,True,0,0,0.0,0,True,False,False,76561198036435604,360,4,12635.0,29.0,11452.0,1609783447.0
18111393,322330,Don't Starve Together,60694217,polish,good game. Multiplayer version of don't starve is all that lover of ds need,1577474698,1577474698,True,1,0,0.523809552192688,0,False,False,False,76561198831868349,9,7,3358.0,0.0,2304.0,1609960193.0
2555372,477160,Human: Fall Flat,42687282,spanish,"Tan corto como la tula del miguelito (Igual la gocé), este será el único juego en el que disfrutaras de un humor sano con gente tan caga de la cabeza como vo",1528846757,1528846757,True,0,2,0.0,0,True,False,False,76561198116724177,87,19,1132.0,0.0,397.0,1595443623.0
13777731,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,84383697,russian,"Оценка: 3\10
В начале игра была то что надо, а сейчас игру пытаются воскресить, но по итогу рейтинг говно, читеры живы, играть невозможно. -EXP
Не советую",1610224740,1610224740,False,0,0,0.0,0,False,False,False,76561199059631072,26,10,3027.0,300.0,3027.0,1610223345.0
18669104,105600,Terraria,60806013,schinese,nb,1577594211,1577594211,True,1,0,0.0,0,True,False,False,76561198992280565,18,3,1954.0,0.0,709.0,1598280527.0
17301117,377160,Fallout 4,19607376,brazilian,Jogo do ano pra mim!,1449778326,1449778326,True,0,0,0.0,0,True,False,False,76561198011059181,18,7,23415.0,0.0,5144.0,1575129177.0
13089983,271590,Grand Theft Auto V,62270415,schinese,"因为封号了
",1579776963,1579776963,False,0,0,0.0,0,True,False,False,76561198982479705,1,1,2363.0,0.0,2354.0,1579777431.0
9576220,391540,Undertale,64813375,koreana,WA!,1583850092,1583850092,True,3,0,0.523809552192688,0,True,False,False,76561198276824272,110,6,60.0,0.0,60.0,1468049156.0
4486220,227300,Euro Truck Simulator 2,85035069,polish,Pretty good game to get yourself fit! I love to make daily route at the same time working out on exercise bicycle.,1611152631,1611152631,True,0,0,0.0,0,False,False,False,76561198082013964,85,4,4002.0,0.0,4002.0,1607458353.0
21548379,367520,Hollow Knight,56994107,koreana,"다크소울3를 도전과제 100% 찍었을 무렵, 2D다크소울 느낌이라던 할로우나이트. 실상은 전혀 아니올시다 였다. 장르하나 같다고 2D다크소울? 이게임은 맵도 볼수있는데? 라고 생각하던 시절이 완료도 20%까지는 있었습니다.
일단 어렵습니다. 어려운게임이니까요. 맵은있으나 어디로 가야하는지 모르고, 모르는길 가봤더니 막혀있고(지금 능력으로 갈수없다.), 무턱대고 들어갔다가 띠용 보스네? 죽고, 지도상점 못찾았는데 의자 2개열고 보스만나고(?).
대충 여러모로 불친절한 게임입니다. 그래도 재밌어요. 불친절한걸 재미로 느낄수있는 진성M에게 추천합니다.",1573487050,1573487050,True,1,0,0.523809552192688,0,True,False,False,76561198027027741,120,10,1695.0,0.0,1592.0,1573493268.0
460614,292030,The Witcher 3: Wild Hunt,16193278,english,"Oh boy. 
I eagerly anticipated this games launch, as I am sure many of you did. On the day this game was released I plunged into the Witcher world for one final time. I apologise for the late review, as I have been squeezing every superb side quest out of this materpiece. 
The story is beautiful, each quest providing thrilling and deep moments. Every character is gently tailored with top-notch voice acting and all have intricate story lines. The Witcher 3, brings back old characters that were adored within the first two games, and provides new dynamic characters. 
Each scene has been carefully thought about; every piece of diologue is intriguing. The combat is explosive, combining magic, alchemy and strength, one can play in the style they wish. The game is huge, the map expands across different vibrant terrians, each hosting different enemies and quests. The game possesses an abundance of georgius views, which is only enhanced by some of the greatest graphics to date.
The story will tamper with your emotions, as you grow to love the characters. The ending will leave you wanting more.

This game is a true masterpiece and one of the greatest if no the greates Open World RPG. of all time.

10/10",1433451128,1433451128,True,2,0,0.5394737124443054,0,True,False,False,76561198069098974,163,12,5303.0,0.0,5019.0,1448049652.0
13279399,271590,Grand Theft Auto V,53856253,brazilian,massa pra garai,1562457775,1562457775,True,0,0,0.0,0,True,False,False,76561198407108387,66,9,6999.0,0.0,2098.0,1599745332.0
3265739,834910,ATLAS,47730139,spanish,"Juego genial, desarrolladores de mierda.",1545535697,1545535697,True,2,0,0.5454545617103577,0,True,False,True,76561198056772621,271,6,10067.0,0.0,4741.0,1608190725.0
21216646,225540,Just Cause 3,32085719,schinese,觉得还不错可以玩,1496237829,1496237829,False,1,1,0.414412647485733,0,True,False,False,76561198366933804,58,1,956.0,0.0,888.0,1490622587.0
12507188,286160,Tabletop Simulator,61898893,russian,Лучший симулятор с огромным выбором настолок,1579114256,1579114256,True,0,0,0.0,0,True,False,False,76561198053000279,487,10,18524.0,0.0,17568.0,1605899799.0
8526352,1289310,Helltaker,80065518,koreana,"누구나 깰수 있을정도로 간단한 퍼즐게임
중독성있는 BGM 
무엇보다 무료게임이다",1606354511,1606354511,True,0,0,0.0,0,False,False,False,76561198066667173,133,3,94.0,0.0,81.0,1606355127.0
13392386,271590,Grand Theft Auto V,43679542,schinese,单机版本具有引人入胜的剧情和优质的画面，多人模式也很好，只是我总是匹配不到人,1532264191,1532264191,True,1,0,0.523809552192688,0,True,False,False,76561198401035162,15,6,37869.0,75.0,10915.0,1611060046.0
5729041,413150,Stardew Valley,52268809,english,"This is a wonderful little game that can suit any player, whether you prefer to maximize your profits or relax in a customized home. It's relaxing and engaging at the same time.",1561859562,1561859562,True,0,0,0.0,0,True,False,False,76561198391531942,20,2,24786.0,0.0,22298.0,1603662720.0
15698396,582010,Monster Hunter: World,44045020,schinese,5分钟能掉个两次 还有不断的蓝屏 配置1700x + 1080ti 希望能修复！！！！！！！ 一直以为ps4掉线够恶心了  没想到pc。。。。。,1533911664,1573998108,True,0,0,0.0,0,False,False,False,76561198288641678,98,3,8160.0,0.0,374.0,1603606130.0
12211037,8870,BioShock Infinite,32958719,english,"Pros
- Good graphics 
- Well optimized (90 FPS on Ultra)
- Amazing story
- Extremly unique and fun combat
- No bugs/glitches (throughout my entire time playing)
Cons
- I honestly cant think of any besides I would have liked the story to be a bit longer.
Overall I cannot recommend this game enough It truly is a masterpeice 10/10.",1498684333,1498684333,True,1,0,0.523809552192688,0,True,False,False,76561198164512684,307,123,669.0,0.0,538.0,1499656705.0
2922857,242760,The Forest,44414719,english,"It's fun to play on your own or with a friend. There are many things you can do, such as rock climbing and scuba diving which I find amazing!",1535406698,1581110378,True,1,0,0.523809552192688,0,True,False,False,76561198316265678,47,2,6302.0,0.0,6272.0,1532975845.0
1531817,4000,Garry's Mod,8769676,english,yes,1390144051,1390144051,True,0,0,0.0,0,True,False,False,76561198074814295,213,1,656.0,0.0,110.0,1468358317.0
20204267,524220,NieR:Automata™,69437925,english,"https://steamcommunity.com/sharedfiles/filedetails/?id=2102198680
",1589916609,1589916609,True,1,0,0.523809552192688,0,False,False,False,76561198818158990,71,9,2614.0,0.0,2047.0,1590429115.0
12277409,531510,Just Shapes & Beats,61575691,french,"Un jeu de rythme vraiment cool  ! C'est largement jouable au clavier mais je recommande quand même une manette. Que ce soit le mode histoire ou multi (svp faites le mode histoire en premier ça évite les boulets, et puis il vaut vraiment le coup) c'est vraiment sympa ! Le mode playlist est une très bonne idée aussi. Et pour ceux qui ont jouer à Undertale bah c'est vraiment cool de retrouver ce style de jeu. Les musiques aussi sont vraiment sympa ! (perso meilleur boss : La danse macabre)",1578581561,1578581737,True,0,0,0.0,0,True,False,False,76561198121076014,82,1,881.0,0.0,613.0,1596701566.0
1699253,8930,Sid Meier's Civilization V,11387887,english,Great game where you can play at your own pace,1406193566,1406193566,True,2,0,0.523809552192688,0,True,False,False,76561198115299231,10,1,48077.0,0.0,12436.0,1545948992.0
20183192,262060,Darkest Dungeon®,17615785,english,"I purchased this after watching an early let's-play. I don't usually buy Early Access games, but this one seemed to be polished enough that I was willing to take a shot. As it turned out, the game I saw in that video was vastly different from its current state, which is tedious and unfun. I shelved it in hopes it would be improved as time went on.

Now I find that the game's developers have been actively censoring criticism on their forums; ignoring user feedback about balance issues and bugs in favor of adding new features. Darkest Dungeon looked promising in its early stages, but without the ability to roll back to that earlier state, I've effectively had a good game removed from my Steam library and replaced with one I don't enjoy.",1439997206,1439997206,False,4,0,0.4974178373813629,0,True,False,True,76561198020159132,327,9,152.0,0.0,39.0,1435362276.0
9718455,219740,Don't Starve,45748413,turkish,En eğlenceli hayatta kalma oyunu belirli bir süreden sonra sıkıyor,1541882698,1541882698,True,0,0,0.0,0,True,False,False,76561198851709440,14,8,7.0,0.0,7.0,1541864409.0
8714975,48700,Mount & Blade: Warband,1397832,english,"There is two Mount & Blade games. There's the first game that's named only Mount & Blade but you'll want to pick up Mount & Blade: Warbands because Warbands have all the features the original game had including new animations and new items. Also note that the video below is Warbands footage.

Mount & Blade was developed by the Turkish TaleWorlds and published by Paradox Interactive who are also known for publishing titles such as Magicka, Galactic Civilizations II and Lead and Gold: Gangs of the Wild West. Mount & Blade is primarily a medieval sandbox game / RPG.
You start the game as a foreigner in Calderia and when you arrive you get attacked by a single thug in the middle of the street. A lonely merchant hears the commotion and suggests that you take care of it. This is meant only as an tutorial and you can refuse him in order to set your sights on bigger fish. You might be thinking why I'm calling this game a sandbox for then? Well, firstly you can more or less fill any role you might desire. Do you want to be a peaceful trader and create an economic empire? Yes, you can do that. Do you want to be a raging warlord in the service of a king, you can do that too. You can even become King yourself and hand out fiefs to your vassals which will attempt to protect them for you and gather armies in your name. Or you could just run a mercenary company in order to keep your freedom.

Lords, ladies, kings and death
In Calderia you got strict classes in society. Firstly you have the Nobles of Calderia, they will mostly wage war with each other but will work together and against the player depending on whenever they trust the player or not. In the case of war the King will elect a Marshal that will lead the nobles during a war campaign. When they manage to capture cities and castles the Nobles will start to vouch for people who should be awarded these prizes. Since fiefs gives a weekly income to the lords they will not back down from receiving one if they can help it. The player can really try the game of politics and persuade the nobles to ""vote"" for him so that the king will decide to award the fiefs to the player. The player can get the respect from other lords by doing favors for them or participating in battle with them. The marshal will be especially grateful for the people that answers to the call of battle and will most likely be one of the key contacts the player will have.

And here is where Mount & Blade shines: It's the politics system! You will be challenged throughout the entire game because the Calderians are very stubborn and old fashioned. The game will try to gather the lord (which are often spread out over the land) by hosting feasts in various places. There you can ""court"" ladies of the realm and possibly get a bride one beautiful day. The lords will also be good associates that will gladly help the player in the player's pursuits. The NPCs are somewhat flexible in this regard but

The game does have it's faults though. The AI of the opponents are somewhat weak and the controls feels a bit clunky. The characters in this game are very stiff and it will very few times be worth the effort of jumping (unless you're on a horse) and you will often curse the sluggish movement speed the characters have. The animations for attacking are uncomfortable and it's somewhat hard to aim thrusts. The bots doesn't seem to have that problem though and will pretty easily pull off quick and well aimed thrusts and chops at the player.

Multiplayer
The multiplayer in Mount & Blade: Warbands isn't perfect but it's very solid. You pick a gameplay mode: Conquest, Capture the Flag, Duels, Sieges, Deathmatches, you name it. And when you're in the game you pick a faction, a general class (Footman, Archer, Cavalry) and then you customize your gear. You don't have access to the entire arsenal of weapons but you have to earn it by killing opponents. The system rewards skilled players by making them harder to beat next time they spawn. Multiplayer in Mount & Blade is really difficult though and expect to fork out just as much time as learning how to play Team Fortress 2 at least. Some servers disables automatic parrying and enables friendly fire which beginners really suffers from but on the other hand, it does counter spamming 2 handed swings and blocking monsters pretty well. It will also make fights look more like a medieval fight would look like and could encourage teamwork (but it doesn't like all other multiplayer games).

The power of mods
But the best part is coming now: Mount & Blade uses python code and is pretty easy to script (not as easy as it could have been though) and right now many dozens of different mods have been released for the game. Some are historical simulations, others are just enhancements to the gameplay, others still change the game so it takes place in different settings like Star Wars and the Stone Ages. Sadly, some of the mods are somewhat amateurish. The Stone Age mod for example could use some work. But other mods like the Blood and Steel are very well made and additively entertaining to play.

Final Verdict
If I were to rate the game solely on it's vanilla game and single-player only I would rate it 4/6 as a good game but thanks to the vast majority of mods and the inclusion of multiplayer this game deserves as much as 5/6, if the animations were a lot smoother and the controls wasn't that clunky the game would have been entitled a perfect score of 6/6 but sadly, there's some thing not even the mighty force of modders can solve. Also, if it could have incorporated some sort of co-op it would also have deserved the highest score...",1294736330,1386317190,True,3,0,0.532505452632904,0,True,False,False,76561197992738030,297,71,20178.0,0.0,14122.0,1585446566.0
672387,620,Portal 2,83666753,english,"Old but good
",1609436087,1609436087,True,0,0,0.0,0,True,False,False,76561199043517433,21,4,472.0,0.0,222.0,1609530693.0
5100534,814380,Sekiro™: Shadows Die Twice,61567610,schinese,6,1578569078,1578569078,True,0,0,0.0,0,False,True,False,76561198442180030,8,1,1592.0,0.0,983.0,1608095712.0
11263150,72850,The Elder Scrolls V: Skyrim,27909285,english,You just can't go wrong with this game.,1480300465,1480300465,True,1,0,0.5024875402450562,0,False,False,False,76561198064913426,324,7,48.0,0.0,38.0,1565561466.0
10223689,252950,Rocket League,22590254,english,"swag
",1461425828,1461425828,True,0,0,0.0,0,True,False,False,76561198287682896,14,1,15904.0,0.0,510.0,1600688612.0
14928156,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,38597538,russian,"Не вздумайте брать это. Я понимаю, что сейчас слетятся хомячки, которым эта игра ооочень нравится и засрут меня, но это реальное г0вн0. Это единственная игра, которая стала деpьмoм после выхода, и никакой ""паркур"" не помогает ей. Сервера лагают, новая карта деpьмище для кемперов, а на старую хрен попадешь. Баги не пофиксили, домаг не пофиксили, машины не пофиксили, не понятно, зачем вообще это выпустили. У меня просто горит жoпа синем пламенем от этой игры.

P.S. Спустя 4 месяца игра такое же деpьмище, но с новыми кейсами и скинами, 10 CS:GO из 10
P.S.S Спустя 2 года игра стала еще большим дeрьмoм, но теперь еще и больше доната
P.S.S.S спустя почти 3 года игра такое же говнище",1514067497,1572343594,False,7,0,0.5600921511650085,3,True,False,False,76561198072716165,225,28,14614.0,0.0,9768.0,1557347978.0
4711287,431960,Wallpaper Engine,51248390,french,Ok,1560648632,1560648632,True,0,0,0.0,0,True,False,False,76561198812365587,18,2,531.0,0.0,452.0,1609184900.0
15313347,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,34004232,schinese,更新完了以后卡顿掉线,1501803238,1501803238,False,1,0,0.5001351237297057,0,True,False,True,76561198124075148,23,1,38606.0,0.0,8581.0,1605622392.0
5792893,413150,Stardew Valley,36863959,english,"EDIT: Would recommend even more now with the 1.5 update! More end game stuff added and some really useful new techs for new games as well which makes early game less grind-y.

[end edit]

This is a very chill and wholesome game. I can't recommend it enough if you like farming or calming games. The devs are still adding things so even after you beat story mode there's still more to do. The update that allows you to play with friends has been the best one yet. Definitely worth the money.",1511395166,1609417053,True,0,0,0.0,0,True,False,False,76561198198748677,159,5,38509.0,0.0,12608.0,1609162963.0
3768442,427520,Factorio,74743862,english,"Kids, don't do drugs.",1598128118,1598128118,True,0,0,0.0,0,True,False,False,76561198135383613,220,74,710.0,0.0,563.0,1598317583.0
16140603,281990,Stellaris,50973244,schinese,没DLC玩什么群星,1559306658,1559306658,True,1,1,0.523809552192688,0,True,False,False,76561198355340118,205,15,2580.0,0.0,809.0,1604853143.0
14424151,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,53759327,russian,ВЕРНИТЕ МНЕ 500 ЧАСОВ И НЕРВЫ СПАСИБО ДСИНКИ ПОШЛИ В ОЧКО :),1562398449,1562398449,True,0,0,0.0,0,False,False,False,76561198126537129,97,6,37160.0,0.0,31230.0,1587817783.0
5401811,782330,DOOM Eternal,71967948,english,"It's a good game just from the campaign and the various game play improvements alone but holy fuck the multiplayer sucks, if you want doom multiplayer just play 2016",1593801768,1593801768,True,0,0,0.0,0,False,False,False,76561198276701613,93,8,1548.0,0.0,1474.0,1608218355.0
2478328,477160,Human: Fall Flat,71161477,schinese,和朋友联机玩是一个不错的选择,1592804673,1592804673,True,1,0,0.523809552192688,0,True,False,False,76561199024521898,9,1,1870.0,0.0,1724.0,1609487908.0
4746123,431960,Wallpaper Engine,35518462,english,great app,1507296982,1507296982,True,0,0,0.0,0,True,False,True,76561198306007950,405,8,1205.0,0.0,277.0,1609075603.0
18878373,105600,Terraria,31337582,schinese,"终于等出了中文，小叮当要加入狩猎了


-------------------------------------

在看了旭日的攻略后（http://space.bilibili.com/12994/#!/），我又重新开始了专家难度的冒险，我真是爱死这个游戏了",1493034034,1501141030,True,0,0,0.0,0,True,False,False,76561198112165979,73,9,18626.0,0.0,6183.0,1602679506.0
3042648,621060,PC Building Simulator,56645385,english,Good sim.,1573065156,1574803057,True,0,0,0.0,0,True,False,False,76561198136434850,248,109,1821.0,0.0,1591.0,1590182869.0
5148299,814380,Sekiro™: Shadows Die Twice,49799560,schinese,"打到赤鬼后面的武士大将，外加三年前拿到火手和斧头的时候。我对这个游戏甚至是非常失望的。潜行系统糟烂，无限多P，想打个精英怪要清半个地图的仇恨小怪。我真的问自己这游戏真的够格和老贼自己的前作们相比吗？

事情在我打完鬼形部之后一转攻势，打火牛，那种感觉又回来了。正门武士，手里剑杀了之后真正的好好的拼了一次刀。

我 服 了。

没错，只狼有一万个缺点，什么加点和升级手太冗长，导致后面能用厉害的绝技和手的时候已经练出打铁了。什么潜行系统狗屎，什么剧情比以前单薄。

可是只狼有一个优点，就是对刚是真的爽。真的爽。就这一点，值了。

所以你说只狼能到什么层次，肯定比不过血源诅咒，大概黑魂3的水平可能还弱一筹。但是现在你要我在魂3和只狼中间选一个，我绝对会选只狼。",1553745919,1553745919,True,1,0,0.47826087474823,0,False,False,False,76561198268070684,17,3,4351.0,0.0,2878.0,1555945272.0
44338,292030,The Witcher 3: Wild Hunt,78663655,polish,Wszystko,1604423987,1604423987,True,0,0,0.0,0,True,False,False,76561198258602930,30,9,3794.0,0.0,582.0,1609010383.0
6191310,359550,Tom Clancy's Rainbow Six Siege,61413575,english,good,1578312416,1578312416,True,0,0,0.0,0,False,False,False,76561198277831777,41,5,32387.0,0.0,20909.0,1595743944.0
