Unnamed: 0,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
6836,0,2,2,71,56338.02817,338028.169,6.0,6.0,1.0,1,0.0,Syn,1
2554,0,1,3,55613,71.9256289,431.5537734,6.0,6.0,1920.5,0,0.0,BENIGN,0
1842,0,2,2,45213,88.47013027,6900.670161,36.0,120.0,1.0,0,0.0,BENIGN,0
9675,0,2,2,52,76923.07692,461538.4615,6.0,6.0,0.0,1,0.0,Syn,1
54,1,4,0,3,1333333.333,8000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
6940,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5290,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5049,0,2,2,131,30534.35115,183206.1069,6.0,6.0,1.0,1,0.0,Syn,1
474,0,2,2,46201,86.57821259,3722.863141,35.0,51.0,2.0,0,0.0,BENIGN,0
2664,0,2,0,3,666666.6667,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
7049,0,12,6,54920251,0.327747956,1.966487735,6.0,6.0,3409783.4,1,43.8,Syn,1
4129,0,26,24,116927244,0.427616339,75.0210105,73.30769231,286.0833333,5073630.609,1,298846.0,BENIGN,0
7886,0,2,2,100,40000.0,240000.0,6.0,6.0,1.0,1,0.0,Syn,1
5769,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3929,0,1,3,273,14652.01465,87912.08791,6.0,6.0,55.0,0,0.0,BENIGN,1
1881,0,2,2,46503,86.01595596,8429.563684,33.0,163.0,3.0,0,0.0,BENIGN,0
9513,0,2,2,108,37037.03704,222222.2222,6.0,6.0,2.0,1,0.0,Syn,1
879,0,2,2,20632,193.8735944,8530.438154,36.0,52.0,2.0,0,0.0,BENIGN,0
4621,0,2,8,7289658,1.371806469,0.0,0.0,0.0,1033528.286,1,0.0,BENIGN,0
6764,0,2,0,50,40000.0,240000.0,6.0,0.0,0.0,1,0.0,Syn,1
6484,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6466,0,2,2,78,51282.05128,307692.3077,6.0,6.0,0.0,1,0.0,Syn,1
3500,0,3,3,91596,65.50504389,1572.121053,33.66666667,14.33333333,45796.5,0,0.0,BENIGN,0
5816,0,2,2,104,38461.53846,230769.2308,6.0,6.0,1.0,1,0.0,Syn,1
5506,0,2,0,48,41666.66667,250000.0,6.0,0.0,0.0,1,0.0,Syn,1
430,0,2,2,20887,191.5066788,12256.42744,38.0,90.0,1.0,0,0.0,BENIGN,0
192,0,1,2,21822,137.4759417,824.8556503,6.0,6.0,3.0,0,0.0,BENIGN,0
9059,0,2,2,101,39603.9604,237623.7624,6.0,6.0,49.0,1,0.0,Syn,1
3879,0,6,0,9015547,0.665517023,0.0,0.0,0.0,0.0,1,3015173.0,BENIGN,1
232,0,2,2,21549,185.6234628,9281.17314,42.0,58.0,4.0,0,0.0,BENIGN,0
5985,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6309,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1057,0,3,0,203,14778.32512,88669.95074,6.0,0.0,0.0,0,0.0,BENIGN,0
9102,0,10,4,61334071,0.228258124,1.369548746,6.0,6.0,4396616.667,1,44.0,Syn,1
3032,0,2,2,20959,190.8488,9924.137602,44.0,60.0,2.0,0,0.0,BENIGN,0
3494,0,2,2,21909,182.5733717,11958.55584,46.0,85.0,3.0,0,0.0,BENIGN,0
476,0,2,0,1,2000000.0,59000000.0,29.5,0.0,0.0,0,0.0,BENIGN,0
2958,0,2,2,46730,85.59811684,4665.097368,36.0,73.0,3.0,0,0.0,BENIGN,0
1928,0,2,0,2,1000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
8824,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
812,1,4,3,15010,466.3557628,6129.247169,6.0,22.66666667,6568.0,0,0.0,BENIGN,0
1508,0,2,2,20861,191.7453622,13901.53876,43.0,102.0,2.0,0,0.0,BENIGN,0
8228,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
231,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
1145,0,2,2,45046,88.79811748,3374.328464,30.0,46.0,3.0,0,0.0,BENIGN,0
4681,0,2,2,27308,146.4772228,5566.134466,30.0,46.0,3.0,0,0.0,BENIGN,0
6653,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2238,0,2,2,21727,184.1027293,8468.725549,32.0,60.0,3.0,0,0.0,BENIGN,0
3921,0,1,1,91366,21.88998096,131.3398857,6.0,6.0,0.0,0,0.0,BENIGN,0
8848,0,10,4,60999875,0.229508667,1.377052002,6.0,6.0,8050593.333,1,58.0,Syn,1
8045,0,10,4,35724949,0.391882995,2.351297968,6.0,6.0,447604.3333,1,447638.3333,Syn,1
4036,0,17,10,108712,248.3626463,67021.12002,98.23529412,561.6,9094.111111,1,0.0,BENIGN,0
5779,0,2,2,59,67796.61017,406779.661,6.0,6.0,1.0,1,0.0,Syn,1
9587,0,14,10,52907849,0.453618895,2.72171337,6.0,6.0,5878635.778,1,78.8,Syn,1
2170,0,2,2,45598,87.72314575,4912.496162,29.0,83.0,3.0,0,0.0,BENIGN,0
6956,0,10,4,44601720,0.31388924,1.883335441,6.0,6.0,6986782.0,1,65.25,Syn,1
5747,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2611,0,3,0,3,1000000.0,22666666.67,22.66666667,0.0,0.0,0,0.0,BENIGN,1
1654,0,2,2,20819,192.1321869,10759.40247,29.0,83.0,3.0,0,0.0,BENIGN,0
9043,0,4,0,4346359,0.92031054,5.521863242,6.0,0.0,0.0,1,0.0,Syn,1
3945,0,2,2,47638,83.9665813,3358.663252,32.0,48.0,3.0,0,0.0,BENIGN,0
4644,0,1,1,26616,75.14277127,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
160,0,32,34,117613476,0.561160185,100.2096052,80.75,270.6470588,3563235.091,1,138671.5,BENIGN,0
3658,0,1,2,205,14634.14634,87804.87805,6.0,6.0,2.0,0,0.0,BENIGN,1
6573,0,2,2,102,39215.68627,235294.1176,6.0,6.0,1.0,1,0.0,Syn,1
2915,0,2,2,21231,188.4037492,14789.69431,40.0,117.0,2.0,0,0.0,BENIGN,0
6677,0,2,2,99,40404.0404,242424.2424,6.0,6.0,2.0,1,0.0,Syn,1
3589,0,22,26,211788,226.6417361,54866.18694,105.4545455,357.6923077,7405.2,1,0.0,BENIGN,0
5998,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8647,0,2,2,105,38095.2381,228571.4286,6.0,6.0,2.0,1,0.0,Syn,1
5877,0,2,2,136,29411.76471,176470.5882,6.0,6.0,1.0,1,0.0,Syn,1
5091,0,2,2,56,71428.57143,428571.4286,6.0,6.0,3.0,1,0.0,Syn,1
5831,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7352,0,2,2,101,39603.9604,237623.7624,6.0,6.0,1.0,1,0.0,Syn,1
4423,0,2,2,20999,190.4852612,9333.777799,35.0,63.0,3.0,0,0.0,BENIGN,0
5244,0,2,2,52,76923.07692,461538.4615,6.0,6.0,1.0,1,0.0,Syn,1
2528,0,2,2,21914,182.5317149,7118.736881,31.0,47.0,3.0,0,0.0,BENIGN,0
2405,0,5,2,41493,168.7031547,5591.304557,44.0,6.0,2.0,0,0.0,BENIGN,1
3451,0,12,0,1494387,8.030048441,401.5024221,50.0,0.0,0.0,0,0.0,BENIGN,1
4923,0,1,1,16154,123.8083447,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
7318,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4976,0,1,4,69,72463.76812,347826.087,0.0,6.0,1.333333333,0,0.0,BENIGN,1
6047,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9806,0,14,8,61513814,0.357643244,2.145859465,6.0,6.0,6908288.0,1,221941.0,Syn,1
4366,0,2,2,20982,190.6395958,14965.20827,45.0,112.0,3.0,0,0.0,BENIGN,0
7222,0,14,10,56785867,0.422640373,2.535842237,6.0,6.0,5212478.778,1,306831.8,Syn,1
4439,0,5,4,38647,232.8770668,6158.304655,42.8,6.0,128.0,0,0.0,BENIGN,1
860,0,2,2,21251,188.2264364,13175.85055,43.0,97.0,2.0,0,0.0,BENIGN,0
953,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
9974,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8811,0,2,2,102,39215.68627,235294.1176,6.0,6.0,1.0,1,0.0,Syn,1
8545,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5233,0,2,2,112,35714.28571,214285.7143,6.0,6.0,1.0,1,0.0,Syn,1
9791,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
767,0,32,30,110188983,0.562669682,26.35472187,42.0,52.0,3798305.345,1,52580.27273,BENIGN,0
2679,0,2,2,23732,168.5487949,8427.439744,42.0,58.0,3.0,0,0.0,BENIGN,0
3579,0,2,2,45103,88.68589673,8292.131344,51.0,136.0,3.0,0,0.0,BENIGN,0
6057,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3897,0,3,0,4,750000.0,15500000.0,20.66666667,0.0,0.0,0,0.0,BENIGN,1
4931,0,40,44,115359147,0.728160724,124.8882327,244.425,105.2272727,2573554.023,1,74947.45455,BENIGN,0
4170,0,1,2,213,14084.50704,84507.04225,6.0,6.0,1.0,0,0.0,BENIGN,1
9902,0,2,2,103,38834.95146,233009.7087,6.0,6.0,2.0,1,0.0,Syn,1
2086,0,4,0,1448,2762.430939,89088.39779,32.25,0.0,0.0,0,0.0,BENIGN,0
555,0,2,2,20953,190.9034506,8781.558727,32.0,60.0,2.0,0,0.0,BENIGN,0
3780,0,2,2,20933,191.0858453,15286.86763,32.0,128.0,3.0,0,0.0,BENIGN,0
2848,0,2,0,1,2000000.0,31000000.0,15.5,0.0,0.0,0,0.0,BENIGN,0
8718,0,2,2,104,38461.53846,230769.2308,6.0,6.0,1.0,1,0.0,Syn,1
8949,0,2,2,150,26666.66667,160000.0,6.0,6.0,1.0,1,0.0,Syn,1
2582,0,4,4,62192,128.6339079,3344.481605,26.0,26.0,17.33333333,0,0.0,BENIGN,0
6331,0,10,4,44011682,0.318097363,1.90858418,6.0,6.0,10716702.0,1,28.0,Syn,1
7655,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3543,0,4,0,309,12944.98382,398058.2524,30.75,0.0,0.0,0,0.0,BENIGN,0
1277,0,2,2,47061,84.99606893,4844.775929,43.0,71.0,2.0,0,0.0,BENIGN,0
7421,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3739,0,2,2,21259,188.1556047,10254.48046,31.0,78.0,1.0,0,0.0,BENIGN,0
9442,0,2,2,99,40404.0404,242424.2424,6.0,6.0,1.0,1,0.0,Syn,1
1040,0,1,2,64,46875.0,0.0,0.0,0.0,2.0,0,0.0,BENIGN,1
4581,0,1,1,54213,36.89152048,221.3491229,6.0,6.0,0.0,0,0.0,BENIGN,0
763,0,2,0,1,2000000.0,53000000.0,26.5,0.0,0.0,0,0.0,BENIGN,0
3323,0,2,2,20651,193.6952206,6391.942279,25.0,41.0,1.0,0,0.0,BENIGN,0
8911,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1974,0,1,2,2,1500000.0,0.0,0.0,0.0,1.0,0,0.0,BENIGN,1
9756,0,12,6,55507243,0.324282004,1.945692024,6.0,6.0,1872443.8,1,631310.6667,Syn,1
355,0,2,8,7243505,1.380547125,0.0,0.0,0.0,1026918.0,1,0.0,BENIGN,0
1532,0,6,0,8996322,0.666939222,0.0,0.0,0.0,0.0,1,2995988.0,BENIGN,1
4454,0,2,2,20720,193.0501931,10231.66023,45.0,61.0,2.0,0,0.0,BENIGN,0
4090,0,68,79,117787482,1.248010379,138.8262973,90.67647059,128.9367089,1509299.064,1,415057.0,BENIGN,0
3163,0,2,2,22935,174.4059298,28079.3547,33.0,289.0,2.0,0,0.0,BENIGN,0
5366,0,6,2,30645865,0.261046637,1.566279823,6.0,6.0,1.0,1,24.0,Syn,1
709,0,2,2,20702,193.2180466,17003.1881,40.0,136.0,2.0,0,0.0,BENIGN,0
6233,0,10,6,43871879,0.364698307,2.188189843,6.0,6.0,3081183.2,1,70.66666667,Syn,1
4693,0,2,2,20982,190.6395958,7625.583834,32.0,48.0,2.0,0,0.0,BENIGN,0
9388,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
567,0,2,2,47348,84.48086508,4899.890175,44.0,72.0,3.0,0,0.0,BENIGN,0
2350,0,1,1,41113,48.64641354,291.8784813,6.0,6.0,0.0,0,0.0,BENIGN,0
3204,0,40,46,116832123,0.736098924,116.748713,73.1,232.9565217,2594884.2,1,324053.5,BENIGN,0
5183,0,2,2,112,35714.28571,214285.7143,6.0,6.0,2.0,1,0.0,Syn,1
4261,0,16,14,129938,230.8793425,71841.95539,109.1875,542.0,6947.615385,1,0.0,BENIGN,0
3367,0,16,12,131803,212.4382601,70734.35354,109.1875,631.3333333,8381.272727,1,0.0,BENIGN,0
3435,0,16,12,395478,70.80039851,17768.37144,105.0625,445.5,32207.45455,1,0.0,BENIGN,0
4318,0,22,28,216148,231.3229824,54000.03701,105.5454545,333.9285714,7013.185185,1,0.0,BENIGN,0
1063,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
2976,0,89,128,117310817,1.849786793,1096.880947,196.0,869.0,923221.7165,1,543558.0,BENIGN,0
1830,0,1,2,69,43478.26087,0.0,0.0,0.0,2.0,0,0.0,BENIGN,1
419,0,1,1,28140,71.0732054,426.4392324,6.0,6.0,0.0,0,0.0,BENIGN,0
1359,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
4792,0,1,1,155,12903.22581,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
5046,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4253,0,1,1,40999,48.7816776,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
6913,0,2,0,48,41666.66667,250000.0,6.0,0.0,0.0,1,0.0,Syn,1
1490,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
1732,0,2,2,20683,193.3955422,10056.5682,44.0,60.0,3.0,0,0.0,BENIGN,0
5429,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8672,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2303,0,2,0,3,666666.6667,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
1604,0,3,5,81969,97.59787237,29425.75852,6.0,478.8,12333.0,0,0.0,BENIGN,0
1432,0,3,2,33289,150.1997657,901.1985941,6.0,6.0,1.0,0,0.0,BENIGN,1
7200,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8463,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1744,0,16,16,7096889,4.509017965,1881.66956,291.375,543.25,471165.2667,1,97072.0,BENIGN,0
4102,0,8,8,68471,233.6755707,66816.60849,107.5,464.375,4999.857143,1,0.0,BENIGN,0
8164,0,12,2,66189171,0.211514962,1.269089773,6.0,6.0,1.0,1,20.8,Syn,1
1528,0,2,2,46717,85.62193634,5608.23683,46.0,85.0,3.0,0,0.0,BENIGN,0
2657,0,2,8,7351699,1.360229792,0.0,0.0,0.0,1042378.286,1,0.0,BENIGN,0
8845,0,2,2,123,32520.3252,195121.9512,6.0,6.0,1.0,1,0.0,Syn,1
9088,0,2,2,52,76923.07692,461538.4615,6.0,6.0,1.0,1,0.0,Syn,1
1339,0,6,0,9015607,0.665512594,0.0,0.0,0.0,0.0,1,3009593.0,BENIGN,1
855,0,2,2,47329,84.51477952,5493.460669,37.0,93.0,3.0,0,0.0,BENIGN,0
1163,0,2,2,45283,88.33337014,6934.169556,38.0,119.0,3.0,0,0.0,BENIGN,0
4784,0,1,1,26745,74.78033277,448.6819966,6.0,6.0,0.0,0,0.0,BENIGN,0
8939,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
468,0,2,2,20927,191.1406317,14908.96927,38.0,118.0,2.0,0,0.0,BENIGN,0
1776,0,14,0,80496298,0.173921042,0.0,0.0,0.0,0.0,0,1371188.0,BENIGN,0
5339,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4795,0,96,140,117586402,2.007034793,1719.467528,24.64583333,1427.285714,845742.0,1,124429.0,BENIGN,0
9438,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7815,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4343,0,2,2,22024,181.6200509,13167.45369,43.0,102.0,2.0,0,0.0,BENIGN,0
6894,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
383,0,2,2,63087,63.40450489,2472.775691,31.0,47.0,3.0,0,0.0,BENIGN,0
7764,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1354,0,2,2,20711,193.1340833,17575.20158,83.0,99.0,2.0,0,0.0,BENIGN,0
1240,0,3,0,2,1500000.0,975500000.0,650.3333333,0.0,0.0,0,0.0,BENIGN,1
3243,0,48,63,2201249,50.42591729,7498.470187,166.9583333,134.7936508,34856.41935,1,0.0,BENIGN,0
2751,0,1,2,94,31914.89362,127659.5745,0.0,6.0,2.0,0,0.0,BENIGN,1
3888,0,4,4,104750689,0.076371813,4.945074872,39.5,90.0,34909929.67,0,20903.0,BENIGN,0
2989,0,1,1,21370,93.58914366,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
1369,0,1,1,254,7874.015748,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
9719,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1833,0,2,2,21016,190.3311762,13799.01028,43.0,102.0,1.0,0,0.0,BENIGN,0
3495,0,16,14,5775189,5.194635189,2130.319891,82.3125,784.7142857,42054.23077,1,0.0,BENIGN,0
1370,0,36,43,117645083,0.671511278,295.634965,128.7777778,701.0232558,2800112.167,1,173276.0,BENIGN,0
4627,0,1,2,67,44776.1194,0.0,0.0,0.0,3.0,0,0.0,BENIGN,1
1917,0,5,0,249,20080.32129,321285.1406,16.0,0.0,0.0,0,0.0,BENIGN,1
6201,0,2,2,104,38461.53846,230769.2308,6.0,6.0,1.0,1,0.0,Syn,1
4915,0,37,34,116638068,0.608720645,110.958628,155.4054054,211.5294118,3533237.818,1,289817.0,BENIGN,0
7746,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7910,0,2,2,55,72727.27273,436363.6364,6.0,6.0,1.0,1,0.0,Syn,1
6170,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9153,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1229,0,1,2,70,42857.14286,171428.5714,0.0,6.0,3.0,0,0.0,BENIGN,1
1206,0,1,1,40932,48.86152643,293.1691586,6.0,6.0,0.0,0,0.0,BENIGN,0
8882,0,2,2,103,38834.95146,233009.7087,6.0,6.0,0.0,1,0.0,Syn,1
912,0,29,26,61052284,0.900867198,151.8698301,88.68965517,257.6923077,2438378.32,1,142274.5,BENIGN,0
9933,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4246,0,2,2,48066,83.21890734,4160.945367,42.0,58.0,2.0,0,0.0,BENIGN,0
6867,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
9668,0,10,6,54927651,0.291292267,1.747753604,6.0,6.0,9081227.2,1,116.6666667,Syn,1
9430,0,2,2,149,26845.63758,161073.8255,6.0,6.0,1.0,1,0.0,Syn,1
8207,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8216,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2365,0,1,7,243,32921.8107,378600.823,0.0,13.14285714,25.16666667,0,0.0,BENIGN,1
8362,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2293,0,1,2,254,11811.02362,70866.14173,6.0,6.0,0.0,0,0.0,BENIGN,1
6335,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5349,0,2,2,102,39215.68627,235294.1176,6.0,6.0,1.0,1,0.0,Syn,1
2630,0,44,43,115915027,0.750549797,117.1116494,56.11363636,258.2790698,2690099.786,1,134927.3636,BENIGN,0
6750,0,2,2,112,35714.28571,214285.7143,6.0,6.0,1.0,1,0.0,Syn,1
1046,0,2,2,55028,72.69026677,4870.247874,39.0,95.0,3.0,0,0.0,BENIGN,0
4474,0,4,4,1387576,5.765449965,454.0291847,38.5,119.0,447035.6667,0,0.0,BENIGN,0
8954,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5713,0,8,0,44949516,0.177977445,1.067864668,6.0,0.0,0.0,1,1.0,Syn,1
3582,0,5,2,5404067,1.295320728,3.330824729,3.6,0.0,2.0,1,0.0,BENIGN,0
7664,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1777,0,1,1,236,8474.576271,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
8681,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
235,0,3,2,255,19607.84314,313725.4902,22.66666667,6.0,3.0,0,0.0,BENIGN,1
7179,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6531,0,2,2,101,39603.9604,237623.7624,6.0,6.0,2.0,1,0.0,Syn,1
6507,0,6,0,25139199,0.238671089,1.432026534,6.0,0.0,0.0,1,1.0,Syn,1
6079,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2547,0,2,0,2,1000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
4360,0,13,15,932308,30.03299339,24513.35825,108.0,1430.0,58589.71429,1,0.0,BENIGN,0
2954,0,14,0,112276154,0.12469255,0.0,0.0,0.0,0.0,0,519.0,BENIGN,0
3193,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
3029,0,4,0,367,10899.18256,351498.6376,32.25,0.0,0.0,0,0.0,BENIGN,0
2349,0,2,2,22432,178.3166904,12838.80171,42.0,102.0,1.0,0,0.0,BENIGN,0
5931,0,2,0,50,40000.0,240000.0,6.0,0.0,0.0,1,0.0,Syn,1
6546,0,2,2,116,34482.75862,206896.5517,6.0,6.0,0.0,1,0.0,Syn,1
1536,0,1,2,74,40540.54054,0.0,0.0,0.0,2.0,0,0.0,BENIGN,1
220,0,4,0,531,7532.956685,242937.8531,32.25,0.0,0.0,0,0.0,BENIGN,0
9177,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9019,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2294,0,2,2,21647,184.7831108,11826.11909,38.0,90.0,2.0,0,0.0,BENIGN,0
9439,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8736,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5576,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
907,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
6539,0,2,0,48,41666.66667,250000.0,6.0,0.0,0.0,1,0.0,Syn,1
3041,0,5,2,43477,161.0046691,0.0,0.0,0.0,1.0,1,0.0,BENIGN,0
1872,0,10,9,15145691,1.254482215,70.64715634,64.2,47.55555556,1886304.375,1,352575.0,BENIGN,0
4797,0,4,0,309,12944.98382,417475.7282,32.25,0.0,0.0,0,0.0,BENIGN,0
4291,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
328,0,4,0,673,5943.536404,182763.7444,30.75,0.0,0.0,0,0.0,BENIGN,0
